docno,text
d6476,"still slipping vol. 1 joy orbison electronic in his debut full-length, the uk producer puts his idiosyncratic stamp on a variety of club styles, folding in the voices of his family members to add emotional resonance."
d6477,"don’t get comfy / nowhere carmen q. rothwell jazz on her solo debut, the double bassist largely lets her instrument play a supporting role for her distinctive soprano vocals, working through deep feelings via quietly adventurous songwriting."
d6478,"twin plagues wednesday rock on its second album, the asheville five-piece goes big and loud, scaling up its shoegaze-indebted sound while frontwoman karly hartzman buries an undercurrent of anxiety beneath the clutter."
d6479,"draw down the moon foxing rock the st. louis band’s fourth album scrapes away their unwieldy experimentalism in favor of the approachable, frustratingly anonymous sounds of 2010s festival rock."
d6480,"pyrex picasso benny the butcher rap the griselda rapper’s latest album accentuates many of his strengths, highlights no unknown weaknesses, and is peppered with some of the finest tracks of what will be remembered as a golden era for the butcher."
d6481,"complacency ep johnny football hero rock the philadelphia emo trio’s debut ep packs in a career’s worth of evolution, pulling from ’90s midwest twinkle, shredding, and the online angst of an emergent fifth wave."
d6482,"above the fray dām-funk pop/r&b dām-funk’s latest is his most romantic and awestruck album. if his earlier work suggests a bleary-eyed, late-night haze, is a cloudless vista where you can see for miles."
d6483,"fiori chiari, fiori oscuri alvin curran experimental fusing toy piano, minimalist improvisation, children’s voices, modular synthesizers, and a purring cat, among other fanciful sounds, the american composer’s 1978 album revels in the accidental music of everyday life."
d6484,a sky record damon & naomi rock the duo’s latest album is a calming and tender reflection on appreciating what you have in uncertain times.
d6485,"pressure machine the killers rock brandon flowers dials back the pomp for an intimate, homespun, and sometimes clunky tour through the small town where he grew up."
d6486,"harmonizer ty segall rock the tireless psych rocker’s latest is simultaneously sleek and sludgy. it’s not quite his cleanest-sounding album, nor his heaviest, but it stands close to the top of both categories."
d6487,"pono a great big pile of leaves rock with its wistful musings on adolescence, the indie rock trio’s first album in eight years picks up right where they left off."
d6488,"fire of love the gun club rock each sunday, pitchfork takes an in-depth look at a significant album from the past, and any record not in our archives is eligible. today we revisit the incendiary, hell-bent debut from the los angeles punk band who used blues and rockabilly to paint a depraved portrait of a young artist in their purest state."
d6489,"all dogs go to heaven ep glaive pop/r&b, rap recorded in a sleek l.a. studio, the gen-z hyperpop artist’s latest ep hides his natural talent under a layer of amorphous production."
d6490,"refuge devendra banhart folk/country, experimental the songwriter and producer team for a loving, referential collection of new age music that doesn’t always color inside the lines."
d6491,"rich shooter young nudy rap with tightly packed bars and adaptable, uncanny flows, the atlanta rapper’s latest is precise and loose at the same time. pi’erre bourne and coupe’s beats are showcases for his originality."
d6492,"bloodslide ep bloodslide rock featuring members of protomartyr and preoccupations, the post-punk supergroup’s debut is refreshingly blunt and ambitious."
d6493,"native sons los lobos rock a tribute to their hometown of los angeles, this covers album spans genre and style, showcasing los lobos’ versatility, taste, and strength as a rock’n’roll band."
d6494,project x ken carson rap the atlanta rapper and playboi carti protégé aims to set himself apart with his zoned-out sing-rap.
d6495,"the apple drop liars rock with new collaborators and a little psychedelic aid, the sculpted rhythms and dark-hued instrumentation of angus andrew’s long-running art-rock project feel like a summation and a fresh start."
d6496,megabear me rex rock the london band’s full-length debut is an audacious experiment: 52 short snippets of rippling pianos and synthesized symphonics that can be shuffled in any order to create one continuous song.
d6497,feminista tomu dj experimental the california producer’s debut album channels new-age synths and retro dance styles into a dreamlike synthesis of disparate musical modes.
d6498,"sinner get ready lingua ignota experimental kristin hayter’s latest is an intense and frightening religious inquiry, incorporating traditional appalachian instruments and samples from televangelist sermons."
d6499,"therapy anne-marie pop/r&b the british singer’s crisply rendered, competently hooky second album promises a more personal self-portrait, but she ends up disappearing into vague songwriting and anodyne dance-pop production."
d6500,"house of lull . house of when alexis marshall rock the debut solo album from the daughters vocalist is a left turn: an eerie, improvised collection of industrial music that places you deep in the heart of the abyss."
d6501,"painful enlightenment jana rush electronic the veteran chicago footwork producer tests the genre’s stylistic limits on a bracing, sometimes harrowing album that documents her struggles with depression."
d6502,"333 tinashe pop/r&b parlaying creative independence into her best work to date, the r&b star’s latest self-released album is a showcase for her omnivorous tastes and supremely light touch."
d6503,"fragments rachika nayar experimental five months after her stunning debut album, the brooklyn composer offers up a modest yet revealing set of sketch-like guitar pieces, drawing unexpected connections between pat metheny and midwestern emo."
d6504,"9th & walnut descendents metal, rock the veteran california band reconstructs some of its earliest material for an unusual sort of lost album that captures an ephemeral moment in punk history."
d6505,"razor’s edge rome streetz rap the rapper’s latest album, a sleek modern update to a classic formula—helmed entirely by producer futurewave—expresses a tenderness rarely seen in his catalog."
d6506,king’s disease ii nas rap the queensbridge rapper’ sequel mythologizes his business acumen and doubles down on the formula of its predecessor to mixed effect.
d6507,gumbo’! pink siifu rap the genre-defying rapper’s third album pays tribute to the artists who helped shape his sound—and sounds like something else altogether.
d6508,"h.r. meljoann pop/r&b the irish diy artist isn’t the first to note that while pop is fun, capitalism is perhaps a bit of a downer. but she’s uncommonly committed to the bit."
d6509,country funk volume iii (1975-1982) various artists the third volume of light in the attic’s ongoing survey of this largely notional movement puts a new twist on the idea of combining two seemingly incompatible genres in one unruly sound.
d6510,"young dolph presents paper route illuminati various artists featuring key glock and newcomers snupe bandz and joddy, this compilation from the memphis rapper and his associates feels like the culmination of a thoroughly unique career."
d6511,"born in the u.s.a. bruce springsteen rock each sunday, pitchfork takes an in-depth look at a significant album from the past, and any record not in our archives is eligible. today we revisit a 1980s rock blockbuster: the bold, brilliant, and misunderstood apex of bruce springsteen’s imperial era."
d6512,"glans intercum ben bondy experimental ben bondy makes ambient music shot through with sharp, pristinely mixed drums. this album for huerco s.’s label is psychedelic in a way that suggests a faint sense of nausea or discomfort."
d6513,"happier than ever billie eilish pop/r&b on her second album, billie eilish sings with unsparing honesty about her rapid ascent to stardom and all its accompanying horrors. it’s woozy, effortlessly melodic, and showcases her command over the pop landscape."
d6514,"stand for myself yola rock the bristol-born, nashville-based singer-songwriter’s second album isn’t defined by genre as much as it is by yola’s indomitable spirit."
d6515,"laura stevenson laura stevenson rock the singer-songwriter’s sixth album remains enigmatic, processing trauma and joy through the force of its unvarnished arrangements."
d6516,"wildhund lantlôs rock on their first album in 7 years, the blackgaze innovators lighten up their sound with bountiful hooks and life-drunk enthusiasm."
d6517,"new day with new possibilities sonny and the sunsets rock billed as a country record, the san francisco garage-rock hero’s eighth record with the sunsets uses the genre as a means for chronicling the lives of lonesome men."
d6518,"heart-shaped scars dot allison folk/country with a tendency to drift, the scottish songwriter’s first solo record in almost a decade is a quiet, graceful collection of autumnal folk music."
d6519,"mood ring kississippi rock the latest album from philly songwriter zoe reynolds embraces the synths and glitter of pop music, but it feels most luminous when it’s raw."
d6520,"vanice cookiee kawaii electronic following up the viral hit “vibe (if i back it up),” the new jersey singer’s official debut aims to render the fast-paced, energetic sound of jersey club in her own image."
d6521,"yes/and yes/and experimental, rock the debut album from meg duffy and joel ford maps the interaction between delicate fingerpicking and precise electronic textures; it is a study in subtle, gorgeous discord."
d6522,"shiloh: lost for words john glacier rap, electronic the east london rapper and producer’s debut has the feel of a mixtape, luxuriating in the tension between her reticent persona and raw lyricism."
d6523,"welcome 2 america prince pop/r&b, rock recorded in 2010, prince’s first posthumous album of all unreleased material is a state-of-the-union concept record in which he bluntly broadcasts his opinions on taxes, technology, drugs, religion, and the music industry."
d6524,"debonair horsey rock grating yet perversely gratifying, this king krule-adjacent south london band’s debut also contains music of inarguable force or surprising beauty."
d6525,"at pioneer works les filles de illighadad folk/country in tuareg culture, women rarely play guitar; this nigerien group breaks with that tradition. their 2019 live recording captures them at a hypnotic high, far from home but in command of an eager, inviting spirit."
d6526,"we’re all alone in this together dave rap the british-nigerian rapper’s second album is as ambitious, technical, and deeply felt as his first. it is sure to keep his star on the rise."
d6527,"thirstier torres rock mackenzie scott’s latest is anthemic and euphoric, loaded with hooks and joyous reflections on love and self-discovery."
d6528,"moon boy yung bleu rap the mobile, alabama rapper’s debut album is weighed down by streaming bait, but thankfully it does include a handful of his highest highs."
d6529,"a night at the baths ruth mascelli electronic the special interest synth player’s latest solo project is an emotional tour of the bathhouse: a celebration of defiantly queer spaces in the form of heady, hazy techno and ambient."
d6530,"âlem altin gün rock on their second album this year, the netherlands-based anatolian psych rockers push deeper into electronic pop, infusing traditional turkish melodies with the spirit of disco."
d6531,"amapiano now various artists curated by london djs shannen sp and joe cotch, this 17-track compilation takes the pulse of the quickly evolving south african genre built around log-drum grooves, bright synths, and jazz-inflected keys."
d6532,"peppa’s adventures: the album peppa pig pop/r&b the four-year-old pop phenom and famous pig’s second album is a charming and self-assured celebration of family, friendship, and muddy puddles."
d6533,"take the sadness out of saturday night bleachers pop/r&b on his third solo album, jack antonoff ends up splitting his time between careful rock songwriting and carefree pop singing, leaving a minor impression of both."
d6534,"ngủ ngày ngay ngày tận thế rắn cạp đuôi experimental the vietnamese experimental trio’s debut album offers a breakneck onslaught of disparate styles and moods. the sounds can be thrillingly haphazard, but the vision is unmistakably focused."
d6535,"the house is burning isaiah rashad rap the tde rapper returns with newfound poise and even joy, taking r&b, southern rap, and his inimitable lyrical style and casting it into a sophisticated collage."
d6536,"celestial blues king woman metal kristina esfandiari and her band move from the darkness to light on their second album, taking liberally from post-rock, grunge, and doom metal to tell a tale equally inspired by a childhood brush with death and paradise lost."
d6537,"jesus freak dc talk rock each sunday, pitchfork takes an in-depth look at a significant album from the past, and any record not in our archives is eligible. today we revisit the story around the ’90s boom of contemporary christian music and one of its biggest records."
d6538,"crowlink ep shirley collins folk/country interspersed with birdsong, new age synth, and poetry recitations, a new ep from the english folk singer returns her songs to the elements that inspired them."
d6539,"seance maxine funke folk/country on the new zealand singer-songwriter’s fourth album, spare acoustic arrangements make deceptively simple containers for songs charged with memory and mysticism."
d6540,"psa peyton pop/r&b the houston singer’s debut blends pop, alt-r&b, and soul into a polished and pensive account of growing into young adulthood."
d6541,"last train to paris diddy - dirty money pop/r&b each sunday, pitchfork takes an in-depth look at a significant album from the past, and any record not in our archives is eligible. today we revisit sean “diddy” combs’ 2010 side project: a dark and stormy concept album about one man’s transit through love."
d6542,"van gogh’s left ear zelooperz rap the detroit rapper pays tribute to van gogh’s most infamous moment, extending his own recent prolific streak with a chaotic, creative album that switches styles like outfits."
d6543,"blind obedience taphari rap the enigmatic brooklyn rapper’s debut album is part airing of grievances, part origin story: a blood-stained portrait of the forces that made him."
d6544,"an afternoon whine claire rousay experimental, electronic texas musicians and real-life “bffs” mari maurice and claire rousay work in the same room for the first time. more than a cool biographical detail, this fact defines the album’s lovingly meta style."
d6545,yellow emma-jean thackray jazz the debut from the english bandleader and producer is a fascinating blend of spiritual jazz and brass band that can sound full-on psychedelic while staying grounded in its clever arrangements.
d6546,banned lightman jarvis ecstatic band rock a low-pressure psych-rock jam session between canadian artists yves jarvis and romy lightman produces a few happy accidents and a lot of aimless experimentation.
d6547,"under the lilac sky arushi jain electronic the indian composer and vocalist blends hindustani classical music with new age synth on her dreamy, meditative debut."
d6548,"life, and another mega bog experimental erin birgy’s delightfully freaky sixth album is dense but full of whimsy and romance, pulling in strains of folk, jazz, and chamber pop to marvel at all the odd little wonders of the world."
d6549,"scout ep samia rock the singer-songwriter aims for a bigger sound with her new ep, a condensed whirlwind of breakups, reunions, long-distance phone calls, and long-haul road trips."
d6550,"change anika pop/r&b, rock the berlin-based artist’s first full-length solo release in over a decade is a stylish, sexy record where not much happens."
d6551,"it’s remble remble rap the los angeles rapper’s debut charts his development as he settles into a style that’s funny, winkingly formal, and rich in commercial potential."
d6552,"gold-diggers sound leon bridges pop/r&b the texas singer delivers a smooth, risk-averse r&b album whose nostalgic trappings aim for timelessness."
d6553,"the asymptotical world ep yves tumor rock even on a brief ep, yves tumor’s prismatic world seems to get bigger as it mutates into certain conventions of goth rock, dream pop, and shoegaze."
d6554,"ain’t that the truth drakeo the ruler rap drakeo’s fifth full-length release in eight months is brooding and entertaining. the lesser cuts can’t help but bleed together, but there’s just enough new variations to keep things fresh."
d6555,spiral darkside rock nicolás jaar and dave harrington return with a meticulous work of unexpected and even unprecedented familiarity—less a portal than a kiosk existing entirely within the boundaries set by their 2013 debut.
d6556,"signals in my head dj manny electronic the south side producer infuses footwork’s intricate syncopations with the romance of r&b; in the process, he underscores the shared lineage with chicago house."
d6557,"tiny music… songs from the vatican gift shop (super deluxe edition) stone temple pilots rock newly reissued for its 25th anniversary, stp’s sunbaked album of glam and pop and rock ranks as one of their best, separating them from the pack of post-grunge wannabes."
d6558,"temporary highs in the violet skies snoh aalegra pop/r&b with dreamy experimental production and standout tyler, the creator features, the l.a. singer’s latest is an affecting document of how pain can smolder beneath a veneer of nonchalance."
d6559,"lately i feel everything willow rock willow’s fourth solo album continues to unpack her lifelong struggles with the extremes of human emotion, using a trove of pop-rock stylings from nu-metal to pop-punk to somewhat mixed effect."
d6560,"utopian ashes bobby gillespie rock feigning coupledom, the two singers offer a fictionalized divorce album modeled after the tear-jerking country, soul, and pop duets of yesteryear. they flirt with camp without ever succumbing to it."
d6561,"fabric presents overmono overmono electronic traversing classic uk genres like 2-step and jungle, the duo’s first commercial mix doubles as a celebration of multiculturalism in modern britain."
d6562,"luminol midwife rock with cosmos-filling drones and blazing noise, the third album from madeline johnston’s experimental pop project feels ambitious and communal."
d6563,"hideaway wavves rock working with producer dave sitek, nathan williams returns with another mixed bag of combative rock songs that are straightforward to a fault."
d6564,faith pop smoke rap pop smoke’s second posthumous album sounds like it’s solely designed to generate clicks as a new generation of rap fans continues to be exploited for their streams.
d6565,"diva annie lennox rock each sunday, pitchfork takes an in-depth look at a significant album from the past, and any record not in our archives is eligible. today we revisit annie lennox’s 1992 solo debut, a joyous and liberated pop album with a prophetic message about the disillusionment of fame."
d6566,"sob rock john mayer rock is the sound of a man alone in his success. even if this is one of john mayer’s stronger albums, the whole thing feels self-consciously minor."
d6567,tell me about tomorrow jxdn rock the 20-year-old tiktok personality turned punk rocker’s debut album won’t stop announcing how punk it is.
d6568,muvaland vol. 2 ep cakes da killa rap the no-holds-bar rapper and producer weave a tight tapestry of musical references that only hundreds of hours spent sweating to music by queer elders could produce.
d6569,"tx, ’98 flight mode rock the debut ep from this reverential emo band is full of nostalgia, wonder, and autobiographical detail, like a linklater film soundtracked by deep elm records."
d6570,"sling clairo pop/r&b on her second album, reluctant gen z ambassador clairo turns back the clock, embracing classic touchstones of 1970s folk."
d6571,blue heron jodi folk/country chicago multi-instrumentalist nick levine’s solo debut will feel familiar to pinegrove fans but struggles to expand on the band’s formula.
d6572,"na zala zala rey sapienz electronic powered by brittle electronic drums and buzzing synths, the congolese musician’s debut album is simultaneously bleak and exhilarating."
d6573,"the soft bulletin companion the flaming lips rock originally released in 1999 as a promotional cd-r, this collection of alternate mixes and non-album tracks bridges the gap between the band’s experimental hijinks and pop instincts."
d6574,twin shadow twin shadow rock george lewis jr.’s self-titled fifth album is an island of good feelings and vacuous summertime indie-pop jams.
d6575,dee gees - hail satin foo fighters rock dave grohl’s six-piece finds common cause between gaudy disco-pop and willfully absurd arena rock on an album-length collection of bee gees covers and live-in-studio cuts.
d6576,"fun is not a straight line ripatti electronic sasu ripatti—aka vladislav delay and luomo—returns to footwork with his first album-length attempt at the form, translating the genre’s fast-paced syncopations into a harsh, elemental blast."
d6577,"kirtan: turiya sings alice coltrane jazz, experimental these 1981 devotional recordings for voice and wurlitzer, meant to guide meditation through chanting, offer an alternate version of the cosmic jazz visionary’s synthesizer masterpiece, ."
d6578,"20+ piano improvisations antiguo autómata mexicano experimental the monterrey-based experimental musician abandons the outward trappings of electronic music on his latest album, a hushed collection of cryptic etudes that flicker in the margin between the played and the programmed."
d6579,"mythopoetics half waif pop/r&b created during a residency at gainesville’s pulp arts studio, nandi rose’s latest album as half waif is complex, daring, and emotionally unsettled."
d6580,ry ry world mariah the scientist pop/r&b the 23-year-old singer’s careful observations add new profundity to her storytelling. her second album confirms her place as one of modern r&b’s realest talkers.
d6581,"hologram a place to bury strangers rock with a new rhythm section and tighter performances, the noisy new york band’s latest ep moves deliberately from chaos to catharsis."
d6582,"last year was weird, vol. 3 tkay maidza pop/r&b the australian musician caps an adventurous trilogy of eps with another round of plush, laid-back songs that effortlessly mix pop, rap, r&b, and reggae."
d6583,uy scuti olamide pop/r&b the nigerian rapper and singer’s easygoing charm guides this lush and freewheeling collection.
d6584,banoffee pies white label series 01 tim reaper electronic breakout uk producer tim reaper and his collaborator comfort zone convey the power and possibility of jungle.
d6585,"origin of symmetry muse rock each sunday, pitchfork takes an in-depth look at a significant album from the past, and any record not in our archives is eligible. today we revisit the grandiose british rock band’s second album, a supranatural space odyssey powered by all-too-human emotion."
d6586,"it’s just wind connan mockasin rock new zealand psych rocker connan mockasin’s collaborative album with his dad, ade, has bad jokes, stream-of-consciousness poetry, and an odd, undeniable appeal."
d6587,"space jam: a new legacy various artists much like the cinematic remake, which functions as nothing but an advertisement for the entire warner media library, the soundtrack is soulless and gratuitous."
d6588,"yasuragi land foodman experimental on his first proper full-length in three years, the japanese electronic musician collages tiny sounds into intricate grooves that harness the wonder of everyday life."
d6589,"vice versa rauw alejandro pop/r&b, rap the nascent pop star attempts to move beyond reggaetón on his latest album, but he never fully commits to any particular direction."
d6590,"sin city the mixtape ski mask the slump god rap on his new mixtape, the south florida rapper is content honing the blade of his technical precision while his peers take direct stabs at crossover success."
d6591,"nastavi, calliope babehoven rock singer and songwriter maya bon’s bedroom-pop dirges are both intimate and removed, filled with understated yet strangely meaningful detail."
d6592,"moot! moin rock raime’s joe andrews and tom halstead, together with percussionist valentina magaletti, swap their customary electronics for muscular, guitar-driven sounds influenced by bands like slint and unwound."
d6593,"a color of the sky lightning bug rock guided by the inquisitive lyrics of singer audrey kang as she narrates the process of searching for self through song, the band’s lush third album feels like a ride-along to the creative process."
d6594,"mirror ii the goon sax rock the brisbane trio immerses itself in cavernous, eerie post-punk to soundtrack the uncanny horror of young adulthood."
d6595,"agor koreless electronic arriving a full 10 years after his debut single, welsh producer lewis roberts’ first album is a bravura display of brain-bending editing that’s more concerned with big feelings."
d6596,"vince staples vince staples rap produced entirely by kenny beats, the album’s reserved musical approach magnifies the blunt scene-setting vince has used to build his name over the last decade."
d6597,"exit wounds the wallflowers rock on their first album in nearly a decade, jakob dylan and co. return with highway ballads and saturday afternoon rockers, sounding like the classic rock band they’ve always ached to be."
d6598,"former things lonelady rock manchester post-punk musician julie campbell’s third album is dense with possibilities, whiplashing between past and future. the maximalism isn’t big-picture, but granular: busy, hyperreal instants by the millions."
d6599,"let the soil play its simple part caroline shaw experimental centering her own voice for the first time, caroline shaw proves to be a master of collapsing boundaries, whether between her performer-composer roles or the corporeal and the immaterial."
d6600,"the hustle still continues juicy j rap three 6 mafia’s tireless frontman has done it all as an artist and collaborator, which is why it’s disappointing to see him combat his ageless production with uninspired guest features on his new deluxe album."
d6601,"space & time justine skye pop/r&b the newly independent singer’s latest project is designed to make her stand out in a crowded r&b field but falls short of any singular, defining moments."
d6602,"i lie here buried with my rings and my dresses backxwash rap the zambian canadian rapper and producer’s third album is heavy and suffocating, cranking up the murk and intensity to reveal the relief within unbridled anger."
d6603,"será que ahora podremos entendernos mabe fratti experimental the guatemalan musician’s second album explores the friction between interiority and exteriority; blooming with ecstatic synth riffs and spirited cello, the record captures the sound of a mind abuzz."
d6604,"alpha charlotte day wilson pop/r&b on her debut album, the toronto singer-songwriter and producer draws variously from gospel, folk, and adult-contemporary influences; no matter the style, every song is a showcase for her powerful voice."
d6605,"the veiled sea six organs of admittance experimental an extended investigation of the electric guitar solo, the latest record from ben chasny’s experimental project is graceful and surprising."
d6606,
d6607,golden doubt quivers rock the melbourne jangle-pop quartet hits all the right ‘80s pleasure points with an understated sense of humor and anthemic songcraft.
d6608,sgv1 surf gang rap the new york city rap crew’s latest is a mansion of sweet beats and vocal textures that bring a whole new level of professional polish to their sound.
d6609,"the nightmare of being at the gates metal on the strongest album of their unlikely second act, the swedish melodic death metal band lets their weirder side take the reins."
d6610,"quietly blowing it hiss golden messenger folk/country despite its grand scope and good intentions, the latest album from m.c. taylor is the sound of an artist beginning to repeat himself: lite music for dark times."
d6611,"dark in here the mountain goats rock a gloomier companion to 2020’s , john darnielle’s latest is patient, tense, and full of empathy."
d6612,"rain’s break lucy gooch experimental the uk musician’s latest release is her most substantial work yet, adding a new sense of momentum to her ambient dream pop."
d6613,"valdez birds of maya rock the noisy, cosmic trio of philadelphia diy lifers returns with an unearthed studio album. it’s an upgrade in fidelity and a shit-ton of fun."
d6614,"nine sault experimental the elusive uk group’s third album in just over a year—to be made available online for only 99 days—renders black trauma in the eerie, sing-song cadences of children’s rhymes."
d6615,"the last ride hrsmn rap once united in their status as industry misfits, the four-man supergroup has reassembled for a fan-service album that hinges upon a certain taste for bars."
d6616,"get lost in the music ep ambar lucid rock the new jersey singer-songwriter’s five-song ep tries out different frames for her strikingly powerful voice, variously exploring reggaetón, futuristic americana, and psychedelic club pop."
d6617,"who hurt you? ep jensen mcrae pop/r&b, rock the 23-year-old songwriter’s debut renders tales of young love and its quandaries with diaristic lyrics and anguished singing. she’s at her best when she’s plainspoken and immediate."
d6618,"tezeta hailu mergia global a long-lost recording captures the ethiopian organist and his band at the hilton addis ababa in 1975, laying down deceptively breezy jazz songs steeped in nameless longing."
d6619,"united states live laurie anderson experimental each sunday, pitchfork takes an in-depth look at a significant album from the past, and any record not in our archives is eligible. today we revisit laurie anderson’s grand theatrical treatise, an avant-garde piece comprised of sound sculpture and rock music, gender and social studies, philosophy and linguistics."
d6620,"born this way the tenth anniversary lady gaga pop/r&b a decade ago, lady gaga created an enormous, bravura flex of electronic pop. an anniversary edition arrives with six “reimagined” versions of its songs by lgbtq+ artists and allies."
d6621,"to enjoy is the only thing maple glider folk/country the melbourne-based songwriter’s debut is sparse and hypnotic, drawing connections between her experiences of leaving a relationship and leaving a religious upbringing."
d6622,"get up sequences part one the go! team rock indie aesthetics have changed considerably in the past two decades, but the uk group is still throwing block parties for a utopia where time and genre collapse."
d6623,"the stranger billy joel rock each sunday, pitchfork takes an in-depth look at a significant album from the past, and any record not in our archives is eligible. today we revisit billy joel’s greatest album, a sublimely crafted breakthrough that finds the meeting ground of the romantic and the mundane."
d6624,"call me if you get lost tyler, the creator rap with dj drama in tow, tyler thrives in the realm of the rap mixtape, which allows him great freedom to explore every facet of his talent as a producer, writer, and vocalist."
d6625,"the golden casket modest mouse rock the band’s first new album in six years is a procession of pinging, clanging, reverberating tactile pleasures, an inventive backdrop for isaac brock’s familiar blend of forced optimism and unforced paranoia."
d6626,"mood valiant hiatus kaiyote rock, jazz no longer content with merely capturing the sound of four wildly talented musicians in a room together, the australian “future soul” group transforms on their vibrant and psychedelic third album."
d6627,"soundness of mind liila experimental informed by their study of zen buddhism, danielle l. davis and steven whiteley create spacious, playful synthesizer melodies that push at the boundaries of what “meditative” music can be."
d6628,"fate in seven lessons cold cave rock, electronic the post-punk band’s new seven-song collection owes a conspicuous debt to new order, and while the presentation begs to be called “spooky,” they’re having fun with it."
d6629,"how much time it is between you and me? perila experimental, electronic recorded in a mountain village, the russian ambient musician’s debut album molds field recordings and hushed vocals into a form that’s richly textured and occasionally unsettling."
d6630,"the turning wheel spellling experimental the myth-skewing, oakland-based artist is a chameleonic pop singer on her third album. whimsical and urgent, these are fairy tales meant to wake us up."
d6631,"death of a cheerleader pom pom squad rock equally indebted to pioneering girl groups and her punk heroes, the new york singer-songwriter’s debut is a fiery exploration of love, anger, and coming-of-age."
d6632,"fatigue l’rain experimental the brooklyn songwriter and sound artist’s second album is a kind of spiritual accounting, a swirling blend of orchestral groans and human whispers that evokes subconscious drift."
d6633,"planet (i) squirrel flower rock on ella williams’ second album as squirrel flower, the road is a space of intimacy and disaster. her vivid songwriting and bright, searching voice bring both sides to life."
d6634,"fat niggas need love too bfb da packman rap the flint-raised, houston-based rapper is known for his outrageous punchlines, but the engine of his raps is the personality-filled flow and the piano-driven michigan beat."
d6635,"icons eli keszler experimental the composer and percussionist’s latest work is intricate and eerie, drawing attention to the small sounds that slip unnoticed in the chorus of a busy day."
d6636,"escapades gaspard augé electronic the french musician’s giddily maximalist solo debut maintains the spirit of his group justice’s debut album; though inspired by ’70s prog and disco, it inhabits a singular universe of its own invention."
d6637,i know i’m funny haha faye webster folk/country there is so much depth to faye webster’s dazzling fourth album. it strikes a perfect balance between classic country stoicism and the sound of the saddest person you follow on social media.
d6638,"home video lucy dacus rock addressing faith, young love, and nostalgia, the songwriter’s autobiographical third album is empathetic yet unsparing, catchy and finely crafted."
d6639,"i still miss theresa benoit catch prichard rock the oakland band’s darkly psychedelic country folk suggests things on the verge of collapse. in march 2020, as singer sawyer gebauer unwittingly contracted covid-19, that was truer than anyone knew."
d6640,"planet her doja cat rap, pop/r&b the third album from the extremely chaotic pop star, battle rapper, and edgelord is a thrilling ride that puts her eclecticism on full display."
d6641,"stardust faith coloccia experimental mamiffer’s faith coloccia pressed her music—faintly liturgical songs and sound poems about self and motherhood—onto dubplates for turntablist philip jeck to smear and distort, to uncanny effect."
d6642,"back of my mind h.e.r. pop/r&b the long-awaited debut from the lauded singer and guitarist is a fine showcase of her immense talent, though the constant balladeering doesn’t really capture what she does best."
d6643,"year of the horse fucked up rock, metal on this elaborate concept album, initially released in monthly installments, the hardcore collective reclaims its status as the most fearless prog-punk band of them all."
d6644,"disco! mike rap mike’s place in the vanguard of new york underground rap has invigorated him. it would be a stretch to call this album happy, but the atmosphere is undeniably warmer and more hopeful."
d6645,i love my mom indigo de souza rock the asheville songwriter’s newly reissued debut divulges her restless thoughts through folksy garage-pop that’s both vulnerable and fierce.
d6646,"after the storm duwap kaine rap by blending everyday stories with spacey beats, the savannah rapper makes the mundane unexpectedly entrancing."
d6647,about you suzanne kraft electronic the amsterdam-based electronic musician trades his habitual house and ambient productions for blissful bedroom pop influenced by the shoegaze music of his youth.
d6648,"hall of fame polo g rap the chicago rapper steps further into the mainstream on his third album, an ultimately hopeful exploration of how trauma manifests."
d6649,"broken hearts & beauty sleep mykki blanco rap with flourishes of r&b, house, and funk, this exuberant and sweltering nine-track mini-album nails the transition from left-of-center cult favorite to bona fide diva."
d6650,"the lion and the cobra sinéad o’connor rock each sunday, pitchfork takes an in-depth look at a significant album from the past, and any record not in our archives is eligible. today we revisit an uncompromising debut, pop music that ventures to the extremes of sound and emotion."
d6651,"delusive tongue shifts - situation based compositions tibslc electronic his name is short for “the international billionaire’s secret love child,” and his ambient pieces are weightless as a sigh, splotchy as a bruise, both cozy and unsettling."
d6652,"our extended play ep beabadoobee pop/r&b on a collaborative ep with the 1975’s matty healy and george daniel, the former tiktok phenom devotes herself to the ambiance of late-’90s guitar-pop."
d6653,"the bbc sessions ep phosphorescent rock a set of intimate, in-studio performances from matthew houck’s creative breakthrough in the early 2010s reveals new meaning and intensity in his tough-hearted songs."
d6654,"black metal 2 dean blunt experimental the sequel to 2014’s beloved is a brief but thrilling project from the mercurial artist, featuring the most approachable music of his career."
d6655,"mother nature angélique kidjo pop/r&b collaborating with artists like mr eazi, burna boy, and sampa the great, the beninese icon builds upon a proudly pan-africanist musical vision that celebrates the power of community."
d6656,"taste of love twice pop/r&b continuing to mature into a more grown-up image, the nine-member k-pop girl group balances self-contentment and romantic confidence with breezy summer thrill-seeking."
d6657,"wary + strange amythyst kiah folk/country an intensely personal document, the tennessee singer and guitarist’s third album examines the realities of being a southern black lgbtq+ woman in songs both defiant and vulnerable."
d6658,"blue weekend wolf alice rock the uk band’s enormous third album is pristine and emotionally extravagant, the platonic ideal for contemporary big-tent rock music."
d6659,"troubled paradise slayyyter pop/r&b the proudly campy hyperpop singer’s debut is vibrant and ridiculous, for better or worse."
d6660,"path of wellness sleater-kinney rock on their first self-produced record and first in 24 years without drummer janet weiss, sleater-kinney find pleasant comfort and not much else with down-the-middle rock tunes."
